decision	ogid	ia_id	title	creator	reason
reject	nisard-desire-1806-03-20	souvenirsetnotes02nisa_0	Souvenirs et notes biographiques	Nisard, D. (Desire), 1806-1888	given-name mismatch
reject	lebrun-firmin-1802-02-27	souvenirsdemmelo00lebruoft	Souvenirs de Mme Louise-Élisabeth Vigée-Le Brun; notes et po	Le Brun, Marie Louise Élisabeth, (Vigée) 1755-1842	given-name mismatch
reject	lebrun-firmin-1802-02-27	souvenirsmilita01lebrgoog	Souvenirs militaires, 1866-1870. Préliminaires de la guerre.	Lebrun, Barthélémy Louis Joseph, 1809-1889	given-name mismatch
reject	fabre-emile-1869-03-24	b29324695_0003	Bibliothèque du médecin-praticien ou résumé général de tous 	Fabre, François, 1797-1854. no 96006840	given-name mismatch
reject	fabre-ferdinand-1827-06-09	b29324695_0003	Bibliothèque du médecin-praticien ou résumé général de tous 	Fabre, François, 1797-1854. no 96006840	given-name mismatch
reject	bailly-jules-1832-12-13	collectiondesm01arge	Collection des mémoires relatifs à la révolution française	Bailly, Jean Sylvain, 1736-1793	given-name mismatch
reject	bailly-jules-1832-12-13	collectiondesm50arge	Collection des mémoires relatifs à la révolution française	Bailly, Jean Sylvain, 1736-1793	given-name mismatch
reject	cheruel-pierre-1809-01-17	india.history.resource.87097	Memoires de duc de Saint-Simon, 2nd ed., Vol. XX; Table Anal	Cheruel, Mm.	given-name mismatch
reject	cournot-antoine-1801-08-28	souvenirs176018600cour	Souvenirs (1760-1860)	Cournot, A. A. (Antoine Augustin), 1801-1877	given-name mismatch
accept	hermant-abel-1862-02-03	souvenirsduvtede00hermuoft	Souvenirs du Vte de Courpière	Hermant, Abel, 1862-1950	creator+wikidata-year
reject	fabre-emile-1869-03-24	souvenirsentomol02fabrs	Souvenirs entomologiques : études sur l'instinct et les moeu	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	fabre-ferdinand-1827-06-09	souvenirsentomol02fabrs	Souvenirs entomologiques : études sur l'instinct et les moeu	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	fabre-emile-1869-03-24	souvenirsentomol07fabrs	Souvenirs entomologiques : études sur l'instinct et les moeu	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	fabre-ferdinand-1827-06-09	souvenirsentomol07fabrs	Souvenirs entomologiques : études sur l'instinct et les moeu	Fabre, Jean-Henri, 1823-1915	given-name mismatch
accept	souvestre-emile-1806-04-15	souvenirsdunbasb01souv	Souvenirs d'un bas-breton	Souvestre, Emile, 1806-1854	creator+wikidata-year
accept	souvestre-emile-1806-04-15	souvenirsdunviei00souv	Souvenirs d'un vieillard : la dernière étape	Souvestre, Emile, 1806-1854	creator+wikidata-year
reject	daudet-ernest-1837-05-31	souvenirsdunhomm00dauduoft	Souvenirs d'un homme de lettres. Illus. de Bieler, Montégut,	Daudet, Alphonse, 1840-1897	given-name mismatch
reject	haussonville-gabriel-1843-09-21	souvenirssurmada02hausuoft	Souvenirs sur Madame de Maintenon	Haussonville, comte d', 1843-1924	given-name mismatch
reject	dumesnil-rene-1879-06-19	souvenirsdeguerr00dume	Souvenirs de-guerre d'un vieux croiseur (1914-1915)	Dumesnil, Charles	given-name mismatch
reject	paris-gaston-1839-08-09	s6bulletinsetmmo03sociuoft	Bulletins et mémoires - Société d'anthropologie de Paris	Société d'anthropologie de Paris	given-name mismatch
reject	fabre-emile-1869-03-24	souvenirsentomol00fabruoft	Souvenirs entomologiques; études sur l'instinct et les moeur	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	fabre-ferdinand-1827-06-09	souvenirsentomol00fabruoft	Souvenirs entomologiques; études sur l'instinct et les moeur	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	fabre-emile-1869-03-24	souvenirsentomol05fabr	Souvenirs entomologiques ... Études sur l'instinct et les mu	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	fabre-ferdinand-1827-06-09	souvenirsentomol05fabr	Souvenirs entomologiques ... Études sur l'instinct et les mu	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	fabre-emile-1869-03-24	souvenirsentomol16825gut	Souvenirs entomologiques - Livre I: ?tude sur l'instinct et 	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	fabre-ferdinand-1827-06-09	souvenirsentomol16825gut	Souvenirs entomologiques - Livre I: ?tude sur l'instinct et 	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	nisard-desire-1806-03-20	souvenirsetnotes02nisa	Souvenirs et notes biographiques	Nisard, D. (Désiré), 1806-1888	given-name mismatch
reject	morand-paul-1888-03-13	BANM_ARC6d3_016	« Le jeudi 10 janvier 1765 à la séance de l’Académie royale 	Morand	year unavailable (wikidata)
reject	paris-gaston-1839-08-09	bub_gb_78HRAAAAMAAJ	Mémoires	Société d'histoire naturelle de Paris	given-name mismatch
reject	leroux-gaston-1868-05-06	in.ernet.dli.2015.317110	Recueil De Memoires	Leroux, Ernest, Ed.	given-name mismatch
reject	cheruel-pierre-1809-01-17	india.history.resource.89902	Memoires du duc de Saint-Simon, 2nd ed., Vol. XII	Cheruel, Mm.	given-name mismatch
reject	feydeau-georges-1862-12-08	thophilegauti00feyd	Théophile Gautier : souvenirs intimes	Feydeau, Ernest Aimé, 1821-1873	given-name mismatch
reject	cohen-gustave-1879-12-24	lescoursdunordou01brow	Les cours du nord; ou, Mémoires originaux sur les souverains	Cohen, Jean	given-name mismatch
reject	cohen-joseph-1886-01-02	lescoursdunordou01brow	Les cours du nord; ou, Mémoires originaux sur les souverains	Cohen, Jean	given-name mismatch
accept	sue-eugene-1804-01-26	mathildemmoire01suee	Mathilde : mémoires d'une jeune femme	Sue, Eugène, 1804-1857	creator+wikidata-year
reject	moreau-abel-1893-01-08	messouvenirs02more	Mes souvenirs	Moreau, Jacob Nicolas, 1717-1804	given-name mismatch
reject	cohen-gustave-1879-12-24	lescoursdunordou02brow	Les cours du nord; ou, Mémoires originaux sur les souverains	Cohen, Jean	given-name mismatch
reject	cohen-joseph-1886-01-02	lescoursdunordou02brow	Les cours du nord; ou, Mémoires originaux sur les souverains	Cohen, Jean	given-name mismatch
reject	lenormand-henri-1882-05-03	lesoraclessibyl00lenogoog	Les oracles sibyllins; ou, La suite des Souvenirs prophétiq	Le Normand, M. A. (Marie-Anne Adélaide), 1772-184	given-name mismatch
accept	houssaye-arsene-1814-03-28	lesconfessionsso03housuoft	Les confessions; souvenirs d'un demisiècle, 1830-1880	Houssaye, Arsène, 1815-1896	creator+wikidata-year
accept	claretie-jules-1840-12-03	lesconfession01rous	Les confessions	Claretie, Jules, 1840-1913	creator+wikidata-year
accept	sue-eugene-1804-01-26	mathildemmoir01suee	Mathilde : mémoires d'une jeune femme	Sue, Eugène, 1804-1857	creator+wikidata-year
reject	bernard-charles-1804-02-25	cihm_32637	Recueil de voyages au nord [microforme] : contenant divers m	Bernard, J.-Frédéric (Jean-Frédéric), m. 1752	given-name mismatch
reject	bernard-jean-1888-07-30	cihm_32637	Recueil de voyages au nord [microforme] : contenant divers m	Bernard, J.-Frédéric (Jean-Frédéric), m. 1752	given-name mismatch
reject	bernard-tristan-1866-09-07	cihm_32637	Recueil de voyages au nord [microforme] : contenant divers m	Bernard, J.-Frédéric (Jean-Frédéric), m. 1752	given-name mismatch
reject	bernard-charles-1804-02-25	cihm_54557	Recueil de voiages au nord [microforme] : contenant divers m	Bernard, J.-Frédéric (Jean-Frédéric), m. 1752	given-name mismatch
reject	bernard-jean-1888-07-30	cihm_54557	Recueil de voiages au nord [microforme] : contenant divers m	Bernard, J.-Frédéric (Jean-Frédéric), m. 1752	given-name mismatch
reject	bernard-tristan-1866-09-07	cihm_54557	Recueil de voiages au nord [microforme] : contenant divers m	Bernard, J.-Frédéric (Jean-Frédéric), m. 1752	given-name mismatch
reject	paris-gaston-1839-08-09	bulletinsetmmo0305sociuoft	Bulletins et mémoires - Société d'anthropologie de Paris	Société d'anthropologie de Paris	given-name mismatch
accept	monselet-charles-1825-04-30	messouvenirslitt00mons	Mes souvenirs littéraires	Monselet, Charles, 1825-1888	creator+wikidata-year
reject	le-roy-edouard-1870-06-18	memoiresconcern00roygoog	Memoires concernans le contrôle des rentes; Ou recueil abreg	Le Roy, Pierre, 1675-1759	given-name mismatch
reject	le-roy-eugene-1836-11-29	memoiresconcern00roygoog	Memoires concernans le contrôle des rentes; Ou recueil abreg	Le Roy, Pierre, 1675-1759	given-name mismatch
reject	leroy-pierre-1900-08-24	memoiresconcern00roygoog	Memoires concernans le contrôle des rentes; Ou recueil abreg	Le Roy, Pierre, 1675-1759	year mismatch (1675 vs 1900)
reject	lorrain-jean-1855-08-09	memoiresdelasoci38soci	Mémoires de la Société d'archéologie lorraine et du Musée hi	Société d'archéologie lorraine et du Musée histori	given-name mismatch
reject	cheruel-pierre-1809-01-17	memoirescomplet03sain	Mémoires complets et authentiques du duc de Saint-Simon sur 	Chéruel, Adolphe, 1809-1891	given-name mismatch
reject	bernard-charles-1804-02-25	lalisettedebra00bernuoft	La lisette de Béranger; souvenirs intimes. Eauforte par G. S	Bernard, Thalès	given-name mismatch
reject	bernard-jean-1888-07-30	lalisettedebra00bernuoft	La lisette de Béranger; souvenirs intimes. Eauforte par G. S	Bernard, Thalès	given-name mismatch
reject	bernard-tristan-1866-09-07	lalisettedebra00bernuoft	La lisette de Béranger; souvenirs intimes. Eauforte par G. S	Bernard, Thalès	given-name mismatch
reject	paris-gaston-1839-08-09	s5bulletinsetmmo04sociuoft	Bulletins et mémoires - Société d'anthropologie de Paris	Société d'anthropologie de Paris	given-name mismatch
reject	paris-gaston-1839-08-09	s5bulletinsetmmo10sociuoft	Bulletins et mémoires - Société d'anthropologie de Paris	Société d'anthropologie de Paris	given-name mismatch
reject	paris-gaston-1839-08-09	s6bulletinsetmmo08sociuoft	Bulletins et mémoires - Société d'anthropologie de Paris	Société d'anthropologie de Paris	given-name mismatch
reject	tardieu-charles-1838-02-09	b21310191	Question médico-légale de l'identité [electronic resource] :	Tardieu, Ambroise, 1818-1879	given-name mismatch
reject	thiry-antoon-1888-09-08	b21480199	Extrait de Mémoires sur l'emploi de l'iodure de potassium po	Thiry, Monsieur	given-name mismatch
accept	cheruel-pierre-1809-01-17	ssmmoirescompl11sain	Mémoires complets et authentiques du duc de Saint-Simon, sur	Chéruel, Pierre Adolphe, 1809-1891	creator+wikidata-year
reject	morand-paul-1888-03-13	chepfl-lipr-axd-5-3	Mémoires sur les feux de houille, ou charbon de terre	Morand, Jean François Clément	given-name mismatch
reject	paris-gaston-1839-08-09	bulletinsetmmo409sociuoft	Bulletins et mémoires - Société d'anthropologie de Paris	Société d'anthropologie de Paris	given-name mismatch
reject	paris-gaston-1839-08-09	bulletinsetmmo502sociuoft	Bulletins et mémoires - Société d'anthropologie de Paris	Société d'anthropologie de Paris	given-name mismatch
reject	cheruel-pierre-1809-01-17	bub_gb_C4QaAAAAYAAJ	Mémoires de mlle de Montpensier : petite-fille de Henri IV	Chéruel, Adolphe, 1809-1891	given-name mismatch
reject	martin-hans-1886-11-09	b21937102	Mémoires de médecine et de chirurgie-pratique sur plusieurs 	Martin, Pierre Etienne, 1771-1847	given-name mismatch
reject	martin-henri-1810-02-20	b21937102	Mémoires de médecine et de chirurgie-pratique sur plusieurs 	Martin, Pierre Etienne, 1771-1847	given-name mismatch
reject	cournot-antoine-1801-08-28	souvenirs176018600cour	Souvenirs (1760-1860)	Cournot, A. A. (Antoine Augustin), 1801-1877	given-name mismatch
reject	fabre-emile-1869-03-24	souvenirsentomol02fabrs	Souvenirs entomologiques : études sur l'instinct et les moeu	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	fabre-ferdinand-1827-06-09	souvenirsentomol02fabrs	Souvenirs entomologiques : études sur l'instinct et les moeu	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	fabre-emile-1869-03-24	souvenirsentomol07fabrs	Souvenirs entomologiques : études sur l'instinct et les moeu	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	fabre-ferdinand-1827-06-09	souvenirsentomol07fabrs	Souvenirs entomologiques : études sur l'instinct et les moeu	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	daudet-ernest-1837-05-31	souvenirsdunhomm00dauduoft	Souvenirs d'un homme de lettres. Illus. de Bieler, Montégut,	Daudet, Alphonse, 1840-1897	given-name mismatch
reject	paris-gaston-1839-08-09	s5bulletinsetmmo04sociuoft	Bulletins et mémoires - Société d'anthropologie de Paris	Société d'anthropologie de Paris	given-name mismatch
reject	paris-gaston-1839-08-09	s5bulletinsetmmo10sociuoft	Bulletins et mémoires - Société d'anthropologie de Paris	Société d'anthropologie de Paris	given-name mismatch
reject	paris-gaston-1839-08-09	s6bulletinsetmmo08sociuoft	Bulletins et mémoires - Société d'anthropologie de Paris	Société d'anthropologie de Paris	given-name mismatch
reject	tardieu-charles-1838-02-09	questionmdicol00tard	Question médico-légale de l'identité, dans ses rapports avec	Tardieu, Ambroise, 1818-1879	given-name mismatch
reject	bernard-charles-1804-02-25	cihm_32637	Recueil de voyages au nord [microforme] : contenant divers m	Bernard, J.-Frédéric (Jean-Frédéric), m. 1752	given-name mismatch
reject	bernard-jean-1888-07-30	cihm_32637	Recueil de voyages au nord [microforme] : contenant divers m	Bernard, J.-Frédéric (Jean-Frédéric), m. 1752	given-name mismatch
reject	bernard-tristan-1866-09-07	cihm_32637	Recueil de voyages au nord [microforme] : contenant divers m	Bernard, J.-Frédéric (Jean-Frédéric), m. 1752	given-name mismatch
reject	bernard-charles-1804-02-25	cihm_54557	Recueil de voiages au nord [microforme] : contenant divers m	Bernard, J.-Frédéric (Jean-Frédéric), m. 1752	given-name mismatch
reject	bernard-jean-1888-07-30	cihm_54557	Recueil de voiages au nord [microforme] : contenant divers m	Bernard, J.-Frédéric (Jean-Frédéric), m. 1752	given-name mismatch
reject	bernard-tristan-1866-09-07	cihm_54557	Recueil de voiages au nord [microforme] : contenant divers m	Bernard, J.-Frédéric (Jean-Frédéric), m. 1752	given-name mismatch
reject	paris-gaston-1839-08-09	bulletinsetmmo0305sociuoft	Bulletins et mémoires - Société d'anthropologie de Paris	Société d'anthropologie de Paris	given-name mismatch
reject	tardieu-charles-1838-02-09	questionmdicol00tard	Question médico-légale de l'identité, dans ses rapports avec	Tardieu, Ambroise, 1818-1879	given-name mismatch
accept	cheruel-pierre-1809-01-17	ssmmoirescompl10sain	Mémoires complets et authentiques du duc de Saint-Simon, sur	Chéruel, Pierre Adolphe, 1809-1891	creator+wikidata-year
reject	fabre-emile-1869-03-24	souvenirsentomol09fabruoft	Souvenirs entomologiques; études sur l'instinct et les moeur	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	fabre-ferdinand-1827-06-09	souvenirsentomol09fabruoft	Souvenirs entomologiques; études sur l'instinct et les moeur	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	gide-charles-1847-06-28	souvenirsdelacou00gide	Souvenirs de la Cour d'assises	Gide, André, 1869-1951	given-name mismatch
reject	moreau-abel-1893-01-08	nouveauxmmoire06more	Nouveaux mémoires pour servir à l'histoire de notre tems	Moreau, Jacob Nicolas, 1717-1804	given-name mismatch
reject	paris-gaston-1839-08-09	oeuvrescompltesd28534gut	Oeuvres complètes de lord Byron. Volume 6 comprenant ses mém	Paris, Paulin, 1800-1881 [Translator]	given-name mismatch
accept	sarcey-francisque-1827-10-08	lesigedeparisim03sarcgoog	Le siège de Paris. Impressions et souvenirs	Sarcey, Francisque, 1827-1899	creator+wikidata-year
reject	lorrain-jean-1855-08-09	memoiresdelasoci42soci	Mémoires de la Société d'archéologie lorraine et du Musée hi	Société d'archéologie lorraine et du Musée histori	given-name mismatch
reject	lorrain-jean-1855-08-09	memoiresdelasoci28soci	Mémoires de la Société d'archéologie lorraine et du Musée hi	Société d'archéologie lorraine et du Musée histori	given-name mismatch
reject	fabre-emile-1869-03-24	souvenirsentomol03fabr	Souvenirs entomologiques ... Études sur l'instinct et les mu	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	fabre-ferdinand-1827-06-09	souvenirsentomol03fabr	Souvenirs entomologiques ... Études sur l'instinct et les mu	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	fabre-emile-1869-03-24	souvenirsentomol09fabrs	Souvenirs entomologiques : études sur l'instinct et les moeu	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	fabre-ferdinand-1827-06-09	souvenirsentomol09fabrs	Souvenirs entomologiques : études sur l'instinct et les moeu	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	cohen-gustave-1879-12-24	lescoursdunordou02brow	Les cours du nord; ou, Mémoires originaux sur les souverains	Cohen, Jean	given-name mismatch
reject	cohen-joseph-1886-01-02	lescoursdunordou02brow	Les cours du nord; ou, Mémoires originaux sur les souverains	Cohen, Jean	given-name mismatch
reject	lenormand-henri-1882-05-03	lesoraclessibyl00lenogoog	Les oracles sibyllins; ou, La suite des Souvenirs prophétiq	Le Normand, M. A. (Marie-Anne Adélaide), 1772-184	given-name mismatch
reject	valori-gino-1890-04-30	memoiresnegoc02valo	Mémoires des négociations du marquis de Valori ... Accompagn	Valori, Guy Louis Henri, marquis de, 1692-1774	given-name mismatch
reject	valori-gino-1890-04-30	memoiresnegoc02valo	Mémoires des négociations du marquis de Valori ... Accompagn	Valori, marquis de (Henri Zosime), 1786-1859	given-name mismatch
reject	lorrain-jean-1855-08-09	memoiresdelasoci53soci	Mémoires de la Société d'archéologie lorraine et du Musée hi	Société d'archéologie lorraine et du Musée histori	given-name mismatch
reject	ducasse-andre-1894-07-23	mmoiresetcorres17bonagoog	Memoires et correspondance du roi Jerome et de la reine Cath	Du Casse, Albert, 1813-1893, ed	given-name mismatch
accept	cheruel-pierre-1809-01-17	mmoiressurlavi01chuoft	Mémoires sur la vie publique et privée de Fouquet, surintend	Chéruel, Pierre Adolphe, 1809-1891	creator+wikidata-year
accept	bazin-rene-1853-12-26	mmoiresdunevi00bazi	Mémoires d'une vielle fille	Bazin, René, 1853-1932	creator+wikidata-year
reject	ducasse-andre-1894-07-23	mmoiresetcorres03bonagoog	Mémoires et correspondance politique et militaire du roi Jos	Du Casse, Albert, 1813-1893 ed	given-name mismatch
reject	paris-gaston-1839-08-09	mmoiresling15soci	Mémoires	Société de linguistique de Paris	given-name mismatch
reject	paris-gaston-1839-08-09	mmoiresdebibbo03alhouoft	Mémoires de Bibboquet; recueillis par un bourgeois de Paris	Bourgeois de Paris	given-name mismatch
reject	ducasse-andre-1894-07-23	mmoiresetcorre01beauuoft	Mémoires et correspondance politique et militaire du prince 	Du Casse, Albert, baron, 1813-1893	given-name mismatch
accept	houssaye-arsene-1814-03-28	lesconfessionsso02housuoft	Les confessions; souvenirs d'un demisiècle, 1830-1880	Houssaye, Arsène, 1815-1896	creator+wikidata-year
reject	laffitte-pierre-1823-02-21	ledahomesouvenir00laff	Le Dahomé : souvenirs de voyage et de mission	Laffitte, abbé	given-name mismatch
reject	lorrain-jean-1855-08-09	memoiresdelasoci42soci	Mémoires de la Société d'archéologie lorraine et du Musée hi	Société d'archéologie lorraine et du Musée histori	given-name mismatch
reject	cheruel-pierre-1809-01-17	india.history.resource.87098	Memoires de duc de Saint-Simon, 2nd ed., Vol. XIX	Cheruel, Mm.	given-name mismatch
reject	lorrain-jean-1855-08-09	memoiresdelasoci28soci	Mémoires de la Société d'archéologie lorraine et du Musée hi	Société d'archéologie lorraine et du Musée histori	given-name mismatch
reject	cournot-antoine-1801-08-28	souvenirs176018600cour	Souvenirs (1760-1860)	Cournot, A. A. (Antoine Augustin), 1801-1877	given-name mismatch
reject	fabre-emile-1869-03-24	souvenirsentomol02fabrs	Souvenirs entomologiques : études sur l'instinct et les moeu	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	fabre-ferdinand-1827-06-09	souvenirsentomol02fabrs	Souvenirs entomologiques : études sur l'instinct et les moeu	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	fabre-emile-1869-03-24	souvenirsentomol07fabrs	Souvenirs entomologiques : études sur l'instinct et les moeu	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	fabre-ferdinand-1827-06-09	souvenirsentomol07fabrs	Souvenirs entomologiques : études sur l'instinct et les moeu	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	daudet-ernest-1837-05-31	souvenirsdunhomm00dauduoft	Souvenirs d'un homme de lettres. Illus. de Bieler, Montégut,	Daudet, Alphonse, 1840-1897	given-name mismatch
reject	haussonville-gabriel-1843-09-21	souvenirssurmada02hausuoft	Souvenirs sur Madame de Maintenon	Haussonville, comte d', 1843-1924	given-name mismatch
reject	simon-jules-1814-12-27	grosleymemoireshistoriques2ed1	Mémoires historiques et critiques pour l'histoire de Troyes.	Simon, Édouard-Thomas, 1740-1818	given-name mismatch
accept	goncourt-edmond-1822-05-26	journaldesgonco09gonc	Journal des Goncourt : mémoires de la vie littéraire	Goncourt, Edmond de, 1822-1896	creator+wikidata-year
reject	goncourt-edmond-1822-05-26	journaldesgonco09gonc	Journal des Goncourt : mémoires de la vie littéraire	Goncourt, Jules de, 1830-1870	given-name mismatch
reject	paris-gaston-1839-08-09	recueildevoyages51soci	Recueil de Voyages et de Mémoires publié de la Société de Ge	Société de Géographie de Paris	given-name mismatch
reject	dieterlen-jacques-1893-11-28	portraitsetsouve00diet	Portraits et souvenirs du Lessouto	Dieterlen, H	given-name mismatch
reject	dumesnil-rene-1879-06-19	souvenirsdeguerr00dume	Souvenirs de-guerre d'un vieux croiseur (1914-1915)	Dumesnil, Charles	given-name mismatch
reject	nisard-desire-1806-03-20	souvenirsetnotes02nisa	Souvenirs et notes biographiques	Nisard, D. (Désiré), 1806-1888	given-name mismatch
reject	fabre-emile-1869-03-24	souvenirsentomol00fabruoft	Souvenirs entomologiques; études sur l'instinct et les moeur	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	fabre-ferdinand-1827-06-09	souvenirsentomol00fabruoft	Souvenirs entomologiques; études sur l'instinct et les moeur	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	fabre-emile-1869-03-24	souvenirsentomol05fabr	Souvenirs entomologiques ... Études sur l'instinct et les mu	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	fabre-ferdinand-1827-06-09	souvenirsentomol05fabr	Souvenirs entomologiques ... Études sur l'instinct et les mu	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	fabre-emile-1869-03-24	souvenirsentomol16825gut	Souvenirs entomologiques - Livre I: ?tude sur l'instinct et 	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	fabre-ferdinand-1827-06-09	souvenirsentomol16825gut	Souvenirs entomologiques - Livre I: ?tude sur l'instinct et 	Fabre, Jean-Henri, 1823-1915	given-name mismatch
accept	marmier-xavier-1808-06-22	untauborddelaba00marmgoog	Un été au bord de la Baltique et de la Mer du Nord : souve	Marmier, Xavier, 1809-1892	creator+wikidata-year
reject	feydeau-georges-1862-12-08	thophilegautie00feyduoft	Théophile Gautier; souvenirs intimes. Port. de Théophile Gau	Feydeau, Ernest Aimé, 1821-1873	given-name mismatch
accept	marmier-xavier-1808-06-22	untauborddel00marmuoft	Un été au bord de la Baltique et de la Mer du Nord; souvenir	Marmier, Xavier, 1809-1892	creator+wikidata-year
reject	lorrain-jean-1855-08-09	memoiresdelasoci30soci	Mémoires de la Société d'archéologie lorraine et du Musée hi	Société d'archéologie lorraine et du Musée histori	given-name mismatch
reject	cheruel-pierre-1809-01-17	mmoirescomplet02sainrich	Mémoires complets et authentiques du duc de Saint-Simon sur 	Chéruel, Adolphe, 1809-1891	given-name mismatch
reject	cheruel-pierre-1809-01-17	mmoirescomplet11sain	Mémoires complets et authentiques du duc de Saint-Simon sur 	Chéruel, Adolphe, 1809-1891	given-name mismatch
reject	cheruel-pierre-1809-01-17	mmoirescomplet11sainrich	Mémoires complets et authentiques du duc de Saint-Simon sur 	Chéruel, Adolphe, 1809-1891	given-name mismatch
reject	lacroix-francis-1895-11-29	mmoiresdiploma00montuoft	Mémoires diplomatiques de Montgaillard (1805-1819) Publiés a	Lacroix, Clément de, 1852-	given-name mismatch
reject	fabre-emile-1869-03-24	souvenirsentomol02fabrs	Souvenirs entomologiques : études sur l'instinct et les moeu	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	fabre-ferdinand-1827-06-09	souvenirsentomol02fabrs	Souvenirs entomologiques : études sur l'instinct et les moeu	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	fabre-emile-1869-03-24	souvenirsentomol07fabrs	Souvenirs entomologiques : études sur l'instinct et les moeu	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	fabre-ferdinand-1827-06-09	souvenirsentomol07fabrs	Souvenirs entomologiques : études sur l'instinct et les moeu	Fabre, Jean-Henri, 1823-1915	given-name mismatch
reject	daudet-ernest-1837-05-31	souvenirsdunhomm00dauduoft	Souvenirs d'un homme de lettres. Illus. de Bieler, Montégut,	Daudet, Alphonse, 1840-1897	given-name mismatch
reject	haussonville-gabriel-1843-09-21	souvenirssurmada02hausuoft	Souvenirs sur Madame de Maintenon	Haussonville, comte d', 1843-1924	given-name mismatch
accept	curel-francois-1854-06-10	thtrecomplet02cureuoft	Théâtre complet. Textes remaniés par l'auteur avec l'histori	Curel, François de, 1854-1928	creator+wikidata-year
reject	cheruel-pierre-1809-01-17	india.history.resource.87098	Memoires de duc de Saint-Simon, 2nd ed., Vol. XIX	Cheruel, Mm.	given-name mismatch
accept	veuillot-louis-1813-10-11	lesfrancaisenalg00veui	Les français en Algérie : souvenirs d'un voyage fait en 18	Veuillot, Louis, 1813-1883, author	creator+wikidata-year
reject	paris-gaston-1839-08-09	mmoiresdebibbo03alhouoft	Mémoires de Bibboquet; recueillis par un bourgeois de Paris	Bourgeois de Paris	given-name mismatch
reject	ducasse-andre-1894-07-23	mmoiresetcorre01beauuoft	Mémoires et correspondance politique et militaire du prince 	Du Casse, Albert, baron, 1813-1893	given-name mismatch
reject	villiers-adam-1838-11-07	mmoiresdelavie02sainuoft	Mémoires de la vie du comte D*** avant sa retraite, contenan	Villiers, Pierre de, 1648-1728	given-name mismatch
reject	dumesnil-rene-1879-06-19	memoiresdestat01vill	Memoires d'estat	Du Mesnil, Tanneguy Basire, sieur, fl 1622, ed	given-name mismatch
accept	goncourt-edmond-1822-05-26	journaldesgoncou09goncuoft	Journal des Goncourt - Mémoires de la vie littéraire	Goncourt, Edmond de, 1822-1896	creator+wikidata-year
reject	goncourt-edmond-1822-05-26	journaldesgoncou09goncuoft	Journal des Goncourt - Mémoires de la vie littéraire	Goncourt, Jules de, 1830-1870	given-name mismatch
accept	goncourt-edmond-1822-05-26	journaldesgonco03gonc	Journal des Goncourt : mémoires de la vie littéraire	Goncourt, Edmond de, 1822-1896	creator+wikidata-year
reject	goncourt-edmond-1822-05-26	journaldesgonco03gonc	Journal des Goncourt : mémoires de la vie littéraire	Goncourt, Jules de, 1830-1870	given-name mismatch
reject	leroux-gaston-1868-05-06	jeunesamoursmm00lerouoft	Jeunes amours; mémoires d'un adolescent	Le Roux, Hugues, 1860-1925	given-name mismatch
reject	leroux-gaston-1868-05-06	dli.ministry.15220	Journal asiatique ou recueil de memoires d’extraits et de no	Leroux, Ernest	given-name mismatch
reject	quinet-benoit-1818-04-02	histoiredemesid00quinuoft	Histoire de mes idées; autobiographie	Quinet, Edgar, 1803-1875	given-name mismatch
accept	quinet-edgar-1803-02-17	histoiredemesid00quinuoft	Histoire de mes idées; autobiographie	Quinet, Edgar, 1803-1875	creator+wikidata-year
accept	soulie-frederic-1800-12-23	lesmmoiresdudi00soul	Les mémoires du diable	Soulié, Frédéric, 1800-1847	creator+wikidata-year
